id,pack,appearance,master,path,sha256
home,soft,outline,12,soft/outline/12/home.svg,b31e886ca890d6647d030596395b7c015ffb41ac33796842ce9f0fdcae521569
home,soft,outline,16,soft/outline/16/home.svg,0a755ebb123a84a15804e5d14869e01bf23351c6c8dc3abb3a6e351a149ddcba
home,soft,outline,24,soft/outline/24/home.svg,80b5842e3f8eada9bb1a078f1789ca8bc23c6ece63ff62c622137710f234907e
home,soft,filled,12,soft/filled/12/home.svg,c8754ef52832cf097b1d3f4c301bcb1b39da1727cf985b13d8e506063074294a
home,soft,filled,16,soft/filled/16/home.svg,29ba0643d4121afdf53217536c008a229d295da660abc885718184a7bc907c4b
home,soft,filled,24,soft/filled/24/home.svg,f1b5ea5471004243b4b1232285d50097ee2cd277536043f9223a8de0d7d3f37e
search,soft,outline,12,soft/outline/12/search.svg,61d85f4f5c594c403e9b817bd6638cd0a39cbf0e5bf1903bc25cd72501129c90
search,soft,outline,16,soft/outline/16/search.svg,e9db987da334601ff0bb9d46f76248dfc4329a4ccac24be33adf0c583a549181
search,soft,outline,24,soft/outline/24/search.svg,04e41c5e7f2af0f946290c9d5195b83dc2447a2fcfc83f33bdc7b1c35afb9423
search,soft,filled,12,soft/filled/12/search.svg,3935e44bf539e66a3eeafb0448c111efe4c82f9afc3f8f085b7069761fc55a3d
search,soft,filled,16,soft/filled/16/search.svg,2e47398e82c9866c07c8d73bce7aaa1a6aa6bf1858f588554544c83d0ad6d110
search,soft,filled,24,soft/filled/24/search.svg,ab2eff53f9914ab2b970c2a7fc822d51cf9c4b115375f8bb369d5580513224fe
plus,soft,outline,12,soft/outline/12/plus.svg,9c6b00168792fbe3040c3f7af8d19291b67dfa01ddedc05621949639ae33c0fc
plus,soft,outline,16,soft/outline/16/plus.svg,2cbc4437c4adc53b936aa976203fb3dac85d7f70e41d63dfc30276c08fb62f75
plus,soft,outline,24,soft/outline/24/plus.svg,623bb279fd16a6c0479cbe07b76a33df1e8687435c45bb302f22e79ca6b36348
plus,soft,filled,12,soft/filled/12/plus.svg,2f12ab7b9852353c636f45d1c317451a394a714a033a5dd52b788e0d482dd5df
plus,soft,filled,16,soft/filled/16/plus.svg,456fb8e47c70a7403c4797b8d2f495272563e97ca2fed962c6135baffe13720f
plus,soft,filled,24,soft/filled/24/plus.svg,8d44791d2fbb5122c96391e92be97723ce15167b9cf320c5e836b56aa4ef1494
